id|position|lastName|name|age|Unnamed: 0|gender|country|image|Source|worth|worthChange|realTimeWorth
5642|364.0|thinGGAARD|agnete KIRK THINGGAARD||415|F|None|https://specials-images.forbesimg.com/imageserve/5a87083431358e4955ad9fd8/416x416.jpg?background=000000&cropX1=546&cropX2=1857&cropY1=0&cropY2=1312|Manufacturing  ==> Lego|5.4 BUSD|0.0 millions USD|
6689|365.0|adENUGa|mike ADENUGA|65 years old|416|Male|None|https://specials-images.forbesimg.com/imageserve/5a7fd8c84bbe6f2652f53737/416x416.jpg?background=000000&cropX1=282&cropX2=1706&cropY1=0&cropY2=1424|Diversified  ==> telecom, oil|5.3 BUSD|0.0 millions USD|
2404|366.0|dAVIs|JIM DAVis|75 years old|417|Male|United States|https://specials-images.forbesimg.com/imageserve/5a8ddcc64bbe6f2652f62868/416x416.jpg?background=000000&cropX1=2456&cropX2=3916&cropY1=779&cropY2=2238|Manufacturing  ==> New Balance|5.3 BUSD|0.0 millions USD|
5353|367.0|fiLO|davID FIlo|52 years old|418|None|United States|https://specials-images.forbesimg.com/imageserve/5a7de49131358e4955ad092f/416x416.jpg?background=000000&cropX1=1014&cropX2=4154&cropY1=126&cropY2=3264|Technology  ==> Yahoo|5.3 BUSD|530.206 millions USD|
9400|368.0|HO|paNSY HO|55 years old|419|F|None|https://specials-images.forbesimg.com/imageserve/5a7e73f131358e4955ad1472/416x416.jpg?background=000000&cropX1=185&cropX2=1587&cropY1=304&cropY2=1707|Gambling & Casinos  ==> casinos|5.3 BUSD|0.0 millions USD|
6461|369.0|KRAVIS|henrY KRavis|74 years old|420|M|United States|https://specials-images.forbesimg.com/imageserve/5a8da9054bbe6f2652f620b4/416x416.jpg?background=000000&cropX1=472&cropX2=1681&cropY1=171&cropY2=1380|Finance and Investments  ==> private equity|5.3 BUSD|0.0 millions USD|
4255|370.0|sapUTO|emanuELE (LINO) saputo|81 years old|421|M|None|https://specials-images.forbesimg.com/imageserve/5a7ba7ef4bbe6f2652f4f2de/416x416.jpg?background=000000&cropX1=690&cropX2=2779&cropY1=601&cropY2=2691|Food and Beverage  ==> cheese|5.3 BUSD|0.0 millions USD|
6393|371.0|xU|XU CHUANHUA|83 years old|422|M|None|https://specials-images.forbesimg.com/imageserve/5a7ba7ef4bbe6f2652f4f2de/416x416.jpg?background=000000&cropX1=690&cropX2=2779&cropY1=601&cropY2=2691|Manufacturing  ==> chemicals, logistics|5.3 BUSD|0.0 millions USD|
9828|372.0|aBRAMOV|ALEXANDER ABRAMov|59 years old|423|M|None|https://specials-images.forbesimg.com/imageserve/5a808807a7ea43169013395c/416x416.jpg?background=000000&cropX1=491&cropX2=1657&cropY1=61&cropY2=1226|Metals & Mining  ==> steel, mining|5.2 BUSD|-0.001 millions USD|
1102|373.0|ENGLANder|israel ENGLander|69 years old|424|M|None|https://specials-images.forbesimg.com/imageserve/55fa0dd9e4b0ffa7afe4acc0/416x416.jpg?background=000000&cropX1=34&cropX2=619&cropY1=60&cropY2=645|Finance and Investments  ==> hedge funds|5.2 BUSD|0.0 millions USD|
7448|374.0|goLDSCHMEding|frits goLDSCHMEDING|84 years old|425|M|None|https://specials-images.forbesimg.com/imageserve/58a37faca7ea431f32198552/416x416.jpg?background=000000&cropX1=132&cropX2=461&cropY1=182&cropY2=511|Service  ==> temp agency|5.2 BUSD|0.0 millions USD|
8177|375.0|iLITCH|marian ILitch|85 years old|426|Female|None|https://specials-images.forbesimg.com/imageserve/58aca06f31358e1a35abc56d/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=89&cropY2=833|Food and Beverage  ==> pizza, sports team|5.2 BUSD|nan millions USD|
1846|376.0|kovNER|bRUCE KOVNer|73 years old|427|Male|None|https://specials-images.forbesimg.com/imageserve/57e05cda31358e16c589b926/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=26&cropY2=769|Finance and Investments  ==> hedge funds|5.2 BUSD|0.0 millions USD|
4937|377.0|lUCAS|gEORGE Lucas|74 years old|428|None|None|https://specials-images.forbesimg.com/imageserve/5a8da89f31358e4955adf4c9/416x416.jpg?background=000000&cropX1=261&cropX2=1671&cropY1=219&cropY2=1629|Media & Entertainment  ==> Star Wars|5.2 BUSD|0.0 millions USD|
4633|378.0|mARAn|kalanitHI MARAn|52 years old|429|M|India|https://specials-images.forbesimg.com/imageserve/59cc09144bbe6f37dd9f9044/416x416.jpg?background=000000&cropX1=774&cropX2=3152&cropY1=5&cropY2=2384|Media & Entertainment  ==> media|5.2 BUSD|0.0 millions USD|
9137|379.0|mOHN|elisABETH MOhn|77 years old|430|F|None|https://specials-images.forbesimg.com/imageserve/5a7e1011a7ea431690131f77/416x416.jpg?background=000000&cropX1=1434&cropX2=4626&cropY1=7&cropY2=3196|Media & Entertainment  ==> publishing|5.2 BUSD|0.0 millions USD|
7514|380.0|RICH|robeRT RICH, jr.|77 years old|431|M|United States|https://specials-images.forbesimg.com/imageserve/30280b1006a2e237496205f17ab820a9/416x416.jpg?background=000000&cropX1=24&cropX2=704&cropY1=42&cropY2=722|Food and Beverage  ==> frozen foods|5.2 BUSD|0.0 millions USD|
2682|381.0|waNG|wang cHUanfu|52 years old|432|Male|None|https://specials-images.forbesimg.com/imageserve/5a7cf5cba7ea431690130d1e/416x416.jpg?background=000000&cropX1=1031&cropX2=4249&cropY1=7&cropY2=3225|Automotive  ==> batteries, automobiles|5.2 BUSD|0.0 millions USD|
5944|382.0|amoRIM|mARIA FERNANDA Amorim|83 years old|433|F|Portugal|https://specials-images.forbesimg.com/imageserve/5a7cf5cba7ea431690130d1e/416x416.jpg?background=000000&cropX1=1031&cropX2=4249&cropY1=7&cropY2=3225|Diversified  ==> energy, investments|5.1 BUSD|0.0 millions USD|
3891|383.0|aVEN|PYOTR AVen|63 years old|434|None|Russia|https://specials-images.forbesimg.com/imageserve/5a80afeca7ea431690133ba9/416x416.jpg?background=000000&cropX1=0&cropX2=992&cropY1=26&cropY2=1018|Energy  ==> oil, banking, telecom|5.1 BUSD|0.0 millions USD|
5444|384.0|MARCUS|bernaRD MARCus|89 years old|435|None|United States|https:http://specials-images.forbesimg.com/imageserve/5601ba9de4b0ffa7afe4f3e1/416x416.jpg?background=000000&cropX1=37&cropX2=744&cropY1=56&cropY2=763|Fashion & Retail  ==> Home Depot|5.1 BUSD|0.0 millions USD|
5864|385.0|moreira SALLES|peDRO MOREIRA SALles|58 years old|436|M|None|https://specials-images.forbesimg.com/imageserve/5a7b970f4bbe6f2652f4f182/416x416.jpg?background=000000&cropX1=80&cropX2=2749&cropY1=0&cropY2=2670|Diversified  ==> banking, minerals|5.1 BUSD|0.0 millions USD|
6167|386.0|smITH|frederICK SMITH|73 years old|437|Male|None|https://specials-images.forbesimg.com/imageserve/56d6fc6ee4b0c144a7f69c91/416x416.jpg?background=000000&cropX1=100&cropX2=717&cropY1=18&cropY2=635|Logistics  ==> FedEx|5.1 BUSD|-0.001 millions USD|
8340|387.0|sTRYKER|RONDA STRYKER|64 years old|438|Female|None|https://specials-images.forbesimg.com/imageserve/55fa1ca9e4b0ffa7afe4ad5a/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=81&cropY2=825|Healthcare  ==> medical equipment|5.1 BUSD|0.0 millions USD|
9593|388.0|BRANSOn|richarD BRANson|67 years old|439|None|None|https://specials-images.forbesimg.com/imageserve/5a81613e4bbe6f2652f54830/416x416.jpg?background=000000&cropX1=1081&cropX2=3606&cropY1=296&cropY2=2820|Diversified  ==> Virgin|5.0 BUSD|0.0 millions USD|
4872|389.0|CHANDRA|sUBHASH CHAndra|67 years old|440|M|None|https://specials-images.forbesimg.com/imageserve/59d3d6ce31358e542c0344be/416x416.jpg?background=000000&cropX1=1886&cropX2=4500&cropY1=9&cropY2=2624|Media & Entertainment  ==> media|5.0 BUSD|0.0 millions USD|
4424|390.0|coATES|dENISE COATES|50 years old|441|F|None|https://specials-images.forbesimg.com/imageserve/5a8157de4bbe6f2652f547d0/416x416.jpg?background=000000&cropX1=244&cropX2=1268&cropY1=2&cropY2=1026|Gambling & Casinos  ==> online gambling|5.0 BUSD|0.0 millions USD|
7840|391.0|ingRAm|marthA Ingram|82 years old|442|Female|None|https:http://specials-images.forbesimg.com/imageserve/0c186d731d1dfabdfc4d436fc9add327/416x416.jpg?background=000000&cropX1=169&cropX2=644&cropY1=27&cropY2=502|Media & Entertainment  ==> book distribution, transportation|5.0 BUSD|0.0 millions USD|
9612|392.0|LAW|law kAR po|70 years old|443|M|Hong Kong|https://specials-images.forbesimg.com/imageserve/56896bd8e4b0ffa7afe8a5d8/416x416.jpg?background=000000&cropX1=173&cropX2=1576&cropY1=247&cropY2=1649|Real Estate  ==> real estate|5.0 BUSD|0.0 millions USD|
1692|393.0|lEWIS|jOE LEWis|81 years old|444|M|None|https://specials-images.forbesimg.com/imageserve/2d5e4df45e57233fed043051652af0b8/416x416.jpg?background=000000&cropX1=124&cropX2=2188&cropY1=0&cropY2=2066|Finance and Investments  ==> investments|5.0 BUSD|0.0 millions USD|
5884|394.0|MEISTer|gABRIELLA MEISter|70 years old|445|None|None|https://specials-images.forbesimg.com/imageserve/2d5e4df45e57233fed043051652af0b8/416x416.jpg?background=000000&cropX1=124&cropX2=2188&cropY1=0&cropY2=2066|Manufacturing  ==> appliances|5.0 BUSD|0.0 millions USD|
4545|395.0|moreirA SALles|fernanDO ROBERTO MOREira salles|72 years old|446|None|None|https://specials-images.forbesimg.com/imageserve/2d5e4df45e57233fed043051652af0b8/416x416.jpg?background=000000&cropX1=124&cropX2=2188&cropY1=0&cropY2=2066|Diversified  ==> banking, minerals|5.0 BUSD|0.0 millions USD|
2990|396.0|moREIRA SALLES|joAO MOREIRA SALles|56 years old|447|Male|None|https://specials-images.forbesimg.com/imageserve/5a7b7f56a7ea43169012eec2/416x416.jpg?background=000000&cropX1=1941&cropX2=5568&cropY1=48&cropY2=3673|Diversified  ==> banking, minerals|5.0 BUSD|0.0 millions USD|
6633|397.0|mOREIRA SALLES junior|walther moREIRA SALLES JUNIOr|62 years old|448|M|None|https://specials-images.forbesimg.com/imageserve/5a7b99aa31358e4955ace000/416x416.jpg?background=000000&cropX1=14&cropX2=2133&cropY1=183&cropY2=2304|Finance and Investments  ==> banking, minerals|5.0 BUSD|0.0 millions USD|
5616|398.0|pATEL|pankaJ PATEL|65 years old|449|Male|None|https://specials-images.forbesimg.com/imageserve/5a7f40de31358e4955ad1ab2/416x416.jpg?background=000000&cropX1=754&cropX2=3948&cropY1=7&cropY2=3203|Healthcare  ==> pharmaceuticals|5.0 BUSD|0.0 millions USD|
9030|399.0|pritZKER|kAREN PRITzker|60 years old|450|None|None|https://specials-images.forbesimg.com/imageserve/83fbe5433dfa59f56151a75692d7107d/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=24&cropY2=768|Service  ==> hotels, investments|5.0 BUSD|0.0 millions USD|
4983|400.0|schmiDHEiny|tHOMAS SCHMIdheiny|72 years old|451|M|Switzerland|https://specials-images.forbesimg.com/imageserve/5a812d2e31358e4955ad317c/416x416.jpg?background=000000&cropX1=731&cropX2=3382&cropY1=17&cropY2=2666|Construction & Engineering  ==> cement|5.0 BUSD|0.0 millions USD|
9385|401.0|srivadDHANAPRABha|vichai srIVADDHANAPRABHa|60 years old|452|M|None|https://specials-images.forbesimg.com/imageserve/5ad8dbcc4bbe6f2310f30bbc/416x416.jpg?background=000000&cropX1=983&cropX2=3887&cropY1=388&cropY2=3289|Fashion & Retail  ==> duty-free|5.0 BUSD|-0.001 millions USD|
6136|402.0|taKAHAra|keiichirO TAKAHAra|87 years old|453|Male|None|https://specials-images.forbesimg.com/imageserve/551acc08e4b0ffa93fd266d4/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=100&cropY2=844|Manufacturing  ==> diapers|5.0 BUSD|0.0 millions USD|
2366|403.0|yusUFF Ali|m.a. yuSUFF ali|62 years old|454|M|India|https://specials-images.forbesimg.com/imageserve/5a7f33f14bbe6f2652f52f71/416x416.jpg?background=000000&cropX1=122&cropX2=1106&cropY1=0&cropY2=985|Fashion & Retail  ==> retail|5.0 BUSD|0.0 millions USD|
3778|404.0|bASS|robERT BASs|70 years old|455|Male|None|https://specials-images.forbesimg.com/imageserve/59d67a6d31358e542c036094/416x416.jpg?background=000000&cropX1=491&cropX2=1750&cropY1=525&cropY2=1784|Energy  ==> oil, investments|4.9 BUSD|0.0 millions USD|
1476|405.0|beNIOff|marC BENIoff|53 years old|456|M|United States|https://specials-images.forbesimg.com/imageserve/59d7cc144bbe6f37dda01db7/416x416.jpg?background=000000&cropX1=749&cropX2=2926&cropY1=188&cropY2=2364|Technology  ==> business software|4.9 BUSD|0.001 millions USD|
3359|406.0|bouYGUes|martin & oliVIER BOUYGUEs||457|M|France|https://specials-images.forbesimg.com/imageserve/bd193087013752ba2761836aea9beace/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=5&cropY2=748|Construction & Engineering  ==> construction, media|4.9 BUSD|0.0 millions USD|
3622|407.0|CHUNg|chuNG MONG-koo|80 years old|458|Male|South Korea|https://specials-images.forbesimg.com/imageserve/5b15a4284bbe6f74868b8fb9/416x416.jpg?background=000000&cropX1=10&cropX2=3386&cropY1=5&cropY2=3382|Automotive  ==> motor vehicles|4.9 BUSD|0.0 millions USD|
2235|408.0|DOLAN|chARLES DOLAn|91 years old|459|None|None|https://specials-images.forbesimg.com/imageserve/04bf8bc05f398814c72260b756b2fc5a/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=39&cropY2=783|Media & Entertainment  ==> cable television|4.9 BUSD|0.0 millions USD|
2242|409.0|huNT|ray lEE HUNT|75 years old|460|M|None|https://specials-images.forbesimg.com/imageserve/5605a059e4b0ffa7afe518cd/416x416.jpg?background=000000&cropX1=0&cropX2=374&cropY1=25&cropY2=399|Energy  ==> oil, real estate|4.9 BUSD|0.0 millions USD|
7758|410.0|LIU|liu yONGHAo|66 years old|461|M|China|https://specials-images.forbesimg.com/imageserve/5a7cdce9a7ea431690130bca/416x416.jpg?background=000000&cropX1=402&cropX2=3421&cropY1=20&cropY2=3036|Service  ==> agribusiness|4.9 BUSD|0.0 millions USD|
4885|411.0|oVERDEck|john OVERDECK|48 years old|462|Male|None|https://specials-images.forbesimg.com/imageserve/5a8dd57331358e4955adfab7/416x416.jpg?background=000000&cropX1=1830&cropX2=2481&cropY1=47&cropY2=698|Finance and Investments  ==> hedge funds|4.9 BUSD|0.0 millions USD|
3842|412.0|pirAMAL|ajay PIRAMAL|62 years old|463|M|None|https://specials-images.forbesimg.com/imageserve/5a7f033b4bbe6f2652f52cc9/416x416.jpg?background=000000&cropX1=532&cropX2=2491&cropY1=207&cropY2=2168|Healthcare  ==> pharmaceuticals|4.9 BUSD|0.0 millions USD|
8799|413.0|RAZOn|eNRIQUE RAZon, jr.|58 years old|464|M|None|https://specials-images.forbesimg.com/imageserve/5a806519a7ea431690133751/416x416.jpg?background=000000&cropX1=937&cropX2=3600&cropY1=6&cropY2=2667|Logistics  ==> ports|4.9 BUSD|0.0 millions USD|
9458|414.0|redSTOne|sumnER REDSTONE|95 years old|465|None|United States|https://specials-images.forbesimg.com/imageserve/59d65d5a31358e542c035e47/416x416.jpg?background=000000&cropX1=0&cropX2=2289&cropY1=77&cropY2=2365|Media & Entertainment  ==> media|4.9 BUSD|-0.001 millions USD|
5512|415.0|roCCA|paoLO & GIANFELICE MArio rocca||466|M|Italy|https://specials-images.forbesimg.com/imageserve/589faa1f31358e1a35ab2c22/416x416.jpg?background=000000&cropX1=130&cropX2=713&cropY1=0&cropY2=583|Metals & Mining  ==> pipe manufacturing|4.9 BUSD|0.0 millions USD|
3002|416.0|schmiEDINg|reinhOLD SCHMIEDing|63 years old|467|None|None|https://specials-images.forbesimg.com/imageserve/ba18b6f38b0a9ad48193fbb68d7e2af2/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=174&cropY2=918|Healthcare  ==> medical devices|4.9 BUSD|0.0 millions USD|
2880|417.0|sIEGEl|david SIEGel|56 years old|468|None|United States|https://specials-images.forbesimg.com/imageserve/5a8dd482a7ea431690140ad3/416x416.jpg?background=000000&cropX1=1463&cropX2=3000&cropY1=114&cropY2=1650|Finance and Investments  ==> hedge funds|4.9 BUSD|0.0 millions USD|
4927|418.0|SKOCH|andreI Skoch|52 years old|469|None|None|https://specials-images.forbesimg.com/imageserve/5a8093dca7ea431690133a06/416x416.jpg?background=000000&cropX1=4&cropX2=1510&cropY1=7&cropY2=1512|Metals & Mining  ==> steel|4.9 BUSD|0.0 millions USD|
6034|419.0|yU|yU YONG|57 years old|470|M|People's Republic of China|https://specials-images.forbesimg.com/imageserve/5a8093dca7ea431690133a06/416x416.jpg?background=000000&cropX1=4&cropX2=1510&cropY1=7&cropY2=1512|Finance and Investments  ==> mining|4.9 BUSD|0.0 millions USD|
4361|420.0|ZELL|sAM ZELL|76 years old|471|Male|None|https://specials-images.forbesimg.com/imageserve/55eeed2de4b0ffa7afe46f76/416x416.jpg?background=000000&cropX1=2&cropX2=741&cropY1=145&cropY2=885|Real Estate  ==> real estate, private equity|4.9 BUSD|-0.001 millions USD|
3612|421.0|zhOU|zhOU JIAnping|58 years old|472|None|None|https://specials-images.forbesimg.com/imageserve/5a7d28f24bbe6f2652f512b4/416x416.jpg?background=000000&cropX1=0&cropX2=677&cropY1=39&cropY2=716|Fashion & Retail  ==> fashion retail|4.9 BUSD|0.0 millions USD|
7810|422.0|BAJAJ|BAJAJ BROTHErs||473|M|None|https://specials-images.forbesimg.com/imageserve/5a7f0f23a7ea4316901328cb/416x416.jpg?background=000000&cropX1=525&cropX2=2538&cropY1=580&cropY2=2592|Diversified  ==> diversified|4.8 BUSD|0.0 millions USD|
5970|423.0|caMP|garretT CAMP|39 years old|474|M|None|https://specials-images.forbesimg.com/imageserve/5a7baaa831358e4955ace13f/416x416.jpg?background=000000&cropX1=251&cropX2=2914&cropY1=6&cropY2=2667|Technology  ==> Uber|4.8 BUSD|0.0 millions USD|
6403|424.0|caTHY|buBBA CATHY|64 years old|475|M|None|https:http://specials-images.forbesimg.com/imageserve/5601a7bae4b0ffa7afe4f31b/416x416.jpg?background=000000&cropX1=43&cropX2=624&cropY1=27&cropY2=609|Food and Beverage  ==> Chick-fil-A|4.8 BUSD|0.0 millions USD|
4441|425.0|caTHY|dan CAThy|65 years old|476|M|United States|https:http://specials-images.forbesimg.com/imageserve/5601a7fbe4b0ffa7afe4f321/416x416.jpg?background=000000&cropX1=76&cropX2=632&cropY1=81&cropY2=637|Food and Beverage  ==> Chick-fil-A|4.8 BUSD|0.0 millions USD|
2634|426.0|fU|fu LIQuan|50 years old|477|None|None|https://specials-images.forbesimg.com/imageserve/5a7cb12931358e4955acf6aa/416x416.jpg?background=000000&cropX1=5&cropX2=2500&cropY1=621&cropY2=3117|Technology  ==> surveillance equipment|4.8 BUSD|0.0 millions USD|
8092|427.0|GREEN|philip & cRISTINa green|66 years old|478||None|https://specials-images.forbesimg.com/imageserve/5a8160bc31358e4955ad3459/416x416.jpg?background=000000&cropX1=406&cropX2=1705&cropY1=0&cropY2=1299|Fashion & Retail  ==> fashion retail|4.8 BUSD|0.0 millions USD|
5620|428.0|guTSERIev|mikhAIL GUTSeriev|60 years old|479|M|None|https://specials-images.forbesimg.com/imageserve/5a80ad5c4bbe6f2652f53f26/416x416.jpg?background=000000&cropX1=709&cropX2=3372&cropY1=6&cropY2=2667|Energy  ==> oil, real estate|4.8 BUSD|0.0 millions USD|
6817|429.0|joHNSOn|rupert jOHNson, jr.|77 years old|480|None|United States|https://specials-images.forbesimg.com/imageserve/57e0693fa7ea430a8a1a0744/416x416.jpg?background=000000&cropX1=0&cropX2=692&cropY1=55&cropY2=748|Finance and Investments  ==> money management|4.8 BUSD|0.0 millions USD|
1276|430.0|kaLANIck|trAVIS KALANICk|41 years old|481|M|None|https://specials-images.forbesimg.com/imageserve/59d657a9a7ea436b47b37bfc/416x416.jpg?background=000000&cropX1=1277&cropX2=3651&cropY1=1191&cropY2=3565|Technology  ==> Uber|4.8 BUSD|0.0 millions USD|
6065|431.0|koZITSyn|aNDREI KOZITSYN|58 years old|482|M|Russia|https://specials-images.forbesimg.com/imageserve/5a809253a7ea4316901339e3/416x416.jpg?background=000000&cropX1=1438&cropX2=5042&cropY1=16&cropY2=3617|Metals & Mining  ==> metals|4.8 BUSD|0.0 millions USD|
6511|432.0|pauLMANn|horst PAULMANn|83 years old|483|M|Chile|https://specials-images.forbesimg.com/imageserve/6aa168e1614f8eb78442ac32eba88159/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=129&cropY2=872|Fashion & Retail  ==> retail|4.8 BUSD|0.0 millions USD|
3761|433.0|ponce Lerou|julio poNCE LEROU|72 years old|484|Male|Chile|https://specials-images.forbesimg.com/imageserve/6aa168e1614f8eb78442ac32eba88159/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=129&cropY2=872|Metals & Mining  ==> fertilizer|4.8 BUSD|0.0 millions USD|
6692|434.0|REES-JOnes|trevoR REES-jones|66 years old|485|None|None|https://specials-images.forbesimg.com/imageserve/59d7b0a831358e542c036a26/416x416.jpg?background=000000&cropX1=604&cropX2=1623&cropY1=883&cropY2=1903|Energy  ==> oil & gas|4.8 BUSD|0.0 millions USD|
3690|435.0|scHEINBERg|MARK SCHEINBERg|44 years old|486|M|None|https://specials-images.forbesimg.com/imageserve/722e3047dfe2159900cf97ce4b7468d8/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=21&cropY2=765|Gambling & Casinos  ==> online gambling|4.8 BUSD|0.0 millions USD|
4724|436.0|skOLl|jEFFREY SKOLL|53 years old|487|M|None|https://specials-images.forbesimg.com/imageserve/59d7e2474bbe6f37dda01fd9/416x416.jpg?background=000000&cropX1=1412&cropX2=4500&cropY1=373&cropY2=3463|Technology  ==> eBay|4.8 BUSD|0.0 millions USD|
3895|437.0|uLKER|murat Ulker|59 years old|488|M|None|https://specials-images.forbesimg.com/imageserve/97fc228669c9fca0e18d1de9ab1f9021/416x416.jpg?background=000000&cropX1=47&cropX2=683&cropY1=82&cropY2=719|Food and Beverage  ==> food|4.8 BUSD|0.0 millions USD|
3537|438.0|ZIFF|danieL ZIFF|46 years old|489|M|United States|https://specials-images.forbesimg.com/imageserve/5a7e352131358e4955ad1283/416x416.jpg?background=000000&cropX1=921&cropX2=1675&cropY1=330&cropY2=1084|Finance and Investments  ==> investments|4.8 BUSD|0.0 millions USD|
8050|439.0|zIFF|diRK Ziff|54 years old|490|Male|USA|https://specials-images.forbesimg.com/imageserve/f28727f64bd577600bfc8680b6918a8c/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=37&cropY2=781|Finance and Investments  ==> investments|4.8 BUSD|0.0 millions USD|
1000|440.0|ziFF|roBERT ZIFf|51 years old|491|Male|United States|https:http://specials-images.forbesimg.com/imageserve/a79b15bcfbd8937c1b3ece8bea3b6d8e/416x416.jpg?background=000000&cropX1=0&cropX2=715&cropY1=2&cropY2=717|Finance and Investments  ==> investments|4.8 BUSD|0.0 millions USD|
7702|441.0|blICKLe|juerGEN BLICKle|71 years old|492|None|Germany|https://specials-images.forbesimg.com/imageserve/98c126cea0829deac65b48b44ed0e22e/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=55&cropY2=796|Manufacturing  ==> auto parts|4.7 BUSD|0.0 millions USD|
2705|442.0|bROERMANN|bernard BROERMANn|74 years old|493|None|Germany|https://specials-images.forbesimg.com/imageserve/58c84489a7ea431f321b1e0e/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=193&cropY2=937|Healthcare  ==> hospitals|4.7 BUSD|0.0 millions USD|
2403|443.0|caLDER|cLIVE CAlder|71 years old|494|Male|UK|https://specials-images.forbesimg.com/imageserve/a7b7be54be6e804267f2130bed323d27/416x416.jpg?background=000000&cropX1=68&cropX2=600&cropY1=82&cropY2=614|Media & Entertainment  ==> record label|4.7 BUSD|0.0 millions USD|
5573|444.0|drucKENMILLer|stanley DRUCKENMIller|65 years old|495|M|None|https://specials-images.forbesimg.com/imageserve/55fa0f3be4b0ffa7afe4accd/416x416.jpg?background=000000&cropX1=18&cropX2=739&cropY1=206&cropY2=928|Finance and Investments  ==> hedge funds|4.7 BUSD|0.0 millions USD|
8489|445.0|lERNEr|ted lERNER|92 years old|496|None|USA|https://specials-images.forbesimg.com/imageserve/5a8dd67331358e4955adfb0a/416x416.jpg?background=000000&cropX1=2929&cropX2=3752&cropY1=559&cropY2=1381|Real Estate  ==> real estate|4.7 BUSD|0.0 millions USD|
2835|446.0|LI|lI SHUIrong|61 years old|497|Male|People's Republic of China|https://specials-images.forbesimg.com/imageserve/5a7ccb71a7ea4316901309e5/416x416.jpg?background=000000&cropX1=271&cropX2=2191&cropY1=3&cropY2=1925|Manufacturing  ==> petrochemicals|4.7 BUSD|-0.001 millions USD|
5455|447.0|lIM|LIM KOK Thay|66 years old|498|M|None|https://specials-images.forbesimg.com/imageserve/5a7fc5e3a7ea431690133158/416x416.jpg?background=000000&cropX1=409&cropX2=1898&cropY1=53&cropY2=1543|Gambling & Casinos  ==> casinos|4.7 BUSD|0.001 millions USD|
8003|448.0|louis-HANsen|niels peTER LOUIS-HAnsen|70 years old|499|Male|None|https://specials-images.forbesimg.com/imageserve/d0b9926c84cb83dc19638faf3e09ff04/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=11&cropY2=754|Healthcare  ==> medical devices|4.7 BUSD|0.0 millions USD|
8173|449.0|luNDBErg|frEDRIK LUNDBERg|66 years old|500|M|None|https://specials-images.forbesimg.com/imageserve/5a811cf14bbe6f2652f545bd/416x416.jpg?background=000000&cropX1=200&cropX2=1698&cropY1=0&cropY2=1500|Real Estate  ==> real estate, investments|4.7 BUSD|0.0 millions USD|
4958|450.0|meYEr|gwendolyn sONTHEIM MEYEr|56 years old|501|F|United States|https://specials-images.forbesimg.com/imageserve/5a811cf14bbe6f2652f545bd/416x416.jpg?background=000000&cropX1=200&cropX2=1698&cropY1=0&cropY2=1500|Food and Beverage  ==> Cargill|4.7 BUSD|0.0 millions USD|
1797|451.0|REYEs|j. cHRISTOPHER reyes|64 years old|502|M|United States|https:http://specials-images.forbesimg.com/imageserve/033ba8ea1f4e0697e1ca957753400dc9/416x416.jpg?background=000000&cropX1=129&cropX2=651&cropY1=68&cropY2=590|Food and Beverage  ==> food distribution|4.7 BUSD|0.0 millions USD|
1611|452.0|reYEs|jude REYEs|62 years old|503|M|None|https:http://specials-images.forbesimg.com/imageserve/033ba8ea1f4e0697e1ca957753400dc9/416x416.jpg?background=000000&cropX1=129&cropX2=651&cropY1=68&cropY2=590|Food and Beverage  ==> food distribution|4.7 BUSD|0.0 millions USD|
9704|453.0|schoerGHUBEr|alEXANDRA SCHOERGHUBER|59 years old|504|Female|Germany|https://specials-images.forbesimg.com/imageserve/5a7e05b04bbe6f2652f522fb/416x416.jpg?background=000000&cropX1=5&cropX2=2269&cropY1=250&cropY2=2515|Real Estate  ==> real estate|4.7 BUSD|0.0 millions USD|
9434|454.0|sOLOW|sheldON SOlow|89 years old|505|Male|USA|https://specials-images.forbesimg.com/imageserve/59d7c3ae31358e542c036bec/416x416.jpg?background=000000&cropX1=535&cropX2=1385&cropY1=103&cropY2=953|Real Estate  ==> real estate|4.7 BUSD|0.0 millions USD|
3944|455.0|tAN|luCIO tan|83 years old|506|None|Philippines|https://specials-images.forbesimg.com/imageserve/599b5c6e4bbe6f5997f042f6/416x416.jpg?background=000000&cropX1=77&cropX2=384&cropY1=29&cropY2=336|Diversified  ==> diversified|4.7 BUSD|0.0 millions USD|
